"","Drug","log2MIC","Gene","log2FC"
"246","Cipro",-3,"gene5",0.185221938
"247","Cipro",-2,"gene5",0.671459082
"248","Cipro",-1,"gene5",0.957597558
"249","Cipro",0,"gene5",1.079298318
"250","Cipro",1,"gene5",0.94104522
"251","Cipro",2,"gene5",0.831613639
"252","Cipro",3,"gene5",-0.947482313
"253","Levo",-3,"gene5",-0.258458523
"254","Levo",-2,"gene5",0.708083558
"255","Levo",-1,"gene5",0.827145288
"256","Levo",0,"gene5",-0.292831567
"257","Levo",1,"gene5",-1.470282573
"258","Levo",2,"gene5",-1.035300137
"259","Levo",3,"gene5",-1.814746715
"260","PAS",-3,"gene5",0.602470277
"261","PAS",-2,"gene5",1.13927923
"262","PAS",-1,"gene5",0.801656044
"263","PAS",0,"gene5",0.955899927
"264","PAS",1,"gene5",1.140921455
"265","PAS",2,"gene5",1.28542078
"266","PAS",3,"gene5",0.64891448
"267","Line",-3,"gene5",-0.715778127
"268","Line",-2,"gene5",-1.629282609
"269","Line",-1,"gene5",-1.641194195
"270","Line",0,"gene5",-0.853420579
"271","Line",1,"gene5",-1.228268988
"272","Line",2,"gene5",-1.022677113
"273","Line",3,"gene5",-1.386229536
"274","Rif",-3,"gene5",-0.584565993
"275","Rif",-2,"gene5",-0.30798382
"276","Rif",-1,"gene5",-0.810729649
"277","Rif",0,"gene5",-0.987837283
"278","Rif",1,"gene5",-1.354007127
"279","Rif",2,"gene5",-1.32510409
"280","Rif",3,"gene5",-1.751223953
"281","Ethi",-3,"gene6",-0.283036843
"282","Ethi",-2,"gene6",-0.503791544
"283","Ethi",-1,"gene6",0.530644205
"284","Ethi",0,"gene6",0.006718033
"285","Ethi",1,"gene6",-0.717089098
"286","Ethi",2,"gene6",-1.897661343
"287","Ethi",3,"gene6",-0.953617749
"288","KasA",-3,"gene6",-0.233295026
"289","KasA",-2,"gene6",0.192311715
"290","KasA",-1,"gene6",-0.128478384
"291","KasA",0,"gene6",-1.195714465
"292","KasA",1,"gene6",-1.97179052
"293","KasA",2,"gene6",-1.973066677
"294","KasA",3,"gene6",-3.017141651
"295","Etha",-3,"gene6",0.249754558
"296","Etha",-2,"gene6",-0.373195269
"297","Etha",-1,"gene6",-0.168044703
"298","Etha",0,"gene6",-0.651911297
"299","Etha",1,"gene6",-0.812429479
"300","Etha",2,"gene6",-0.845128265
"301","Etha",3,"gene6",-0.875820589
"302","Cipro",-3,"gene6",0.336704193
"303","Cipro",-2,"gene6",0.969332114
"304","Cipro",-1,"gene6",0.930762524
"305","Cipro",0,"gene6",1.224749991
"306","Cipro",1,"gene6",1.048717536
"307","Cipro",2,"gene6",0.468852084
"308","Cipro",3,"gene6",-1.423770236
"309","Levo",-3,"gene6",-0.612333702
"310","Levo",-2,"gene6",0.384178999
"311","Levo",-1,"gene6",0.664451215
"312","Levo",0,"gene6",-0.664826923
"313","Levo",1,"gene6",-1.943346368
"314","Levo",2,"gene6",-1.802691707
"315","Levo",3,"gene6",-2.926619282
"316","PAS",-3,"gene6",0.641251632
"317","PAS",-2,"gene6",1.208108195
"318","PAS",-1,"gene6",0.877249548
"319","PAS",0,"gene6",0.679585876
"320","PAS",1,"gene6",0.918325491
"321","PAS",2,"gene6",1.072149786
"322","PAS",3,"gene6",0.32727566
"323","Line",-3,"gene6",-0.941106311
"324","Line",-2,"gene6",-1.824512475
"325","Line",-1,"gene6",-1.620921868
"326","Line",0,"gene6",-1.192945765
"327","Line",1,"gene6",-1.556826711
"328","Line",2,"gene6",-1.781672147
"329","Line",3,"gene6",-1.69075502
"330","Rif",-3,"gene6",-0.565505595
"331","Rif",-2,"gene6",-0.441136013
"332","Rif",-1,"gene6",-1.121766072
"333","Rif",0,"gene6",-1.484399422
"334","Rif",1,"gene6",-1.902572287
"335","Rif",2,"gene6",-1.806719065
"336","Rif",3,"gene6",-2.716170692
"337","Ethi",-3,"gene7",-0.283492131
"338","Ethi",-2,"gene7",-0.618109638
"339","Ethi",-1,"gene7",0.471133717
"340","Ethi",0,"gene7",-0.000893171
"341","Ethi",1,"gene7",-0.367969429
"342","Ethi",2,"gene7",-1.794111756
"343","Ethi",3,"gene7",-0.941168815
"344","KasA",-3,"gene7",-0.243012668
"345","KasA",-2,"gene7",0.083851808
"346","KasA",-1,"gene7",-0.366344893
"347","KasA",0,"gene7",-1.201910974
"348","KasA",1,"gene7",-1.928442483
"349","KasA",2,"gene7",-2.145265184
"350","KasA",3,"gene7",-3.128821281
"351","Etha",-3,"gene7",0.325161498
"352","Etha",-2,"gene7",-0.125228576
"353","Etha",-1,"gene7",0.14860687
"354","Etha",0,"gene7",-0.35574478
"355","Etha",1,"gene7",-0.460762518
"356","Etha",2,"gene7",-0.848236378
"357","Etha",3,"gene7",-0.859617066
"358","Cipro",-3,"gene7",0.211466923
"359","Cipro",-2,"gene7",0.855843782
"360","Cipro",-1,"gene7",0.788163742
"361","Cipro",0,"gene7",1.10421527
"362","Cipro",1,"gene7",0.883724051
"363","Cipro",2,"gene7",0.278833405
"364","Cipro",3,"gene7",-1.729893736
"365","Levo",-3,"gene7",-0.6593593
"366","Levo",-2,"gene7",0.46181703
"367","Levo",-1,"gene7",0.601648292
"368","Levo",0,"gene7",-0.697098211
"369","Levo",1,"gene7",-2.358003702
"370","Levo",2,"gene7",-2.115393585
"371","Levo",3,"gene7",-3.250941501
"372","PAS",-3,"gene7",0.548856951
"373","PAS",-2,"gene7",0.994807463
"374","PAS",-1,"gene7",0.736083077
"375","PAS",0,"gene7",0.74795175
"376","PAS",1,"gene7",0.962914128
"377","PAS",2,"gene7",1.138485692
"378","PAS",3,"gene7",0.502124039
"379","Line",-3,"gene7",-0.94718826
"380","Line",-2,"gene7",-1.763773811
"381","Line",-1,"gene7",-1.532669894
"382","Line",0,"gene7",-1.337045291
"383","Line",1,"gene7",-1.869973215
"384","Line",2,"gene7",-1.73050307
"385","Line",3,"gene7",-1.626723656
"386","Rif",-3,"gene7",-0.536759401
"387","Rif",-2,"gene7",-0.436729992
"388","Rif",-1,"gene7",-0.97997105
"389","Rif",0,"gene7",-1.500527377
"390","Rif",1,"gene7",-1.980474697
"391","Rif",2,"gene7",-2.035581361
"392","Rif",3,"gene7",-2.866858621
"393","Ethi",-3,"gene8",-0.421743354
"394","Ethi",-2,"gene8",-0.822633209
"395","Ethi",-1,"gene8",0.485197427
"396","Ethi",0,"gene8",-0.05340139
"397","Ethi",1,"gene8",-0.14257833
"398","Ethi",2,"gene8",-0.728799827
"399","Ethi",3,"gene8",-1.819994573
"400","KasA",-3,"gene8",-0.309987346
"401","KasA",-2,"gene8",0.126779468
"402","KasA",-1,"gene8",-0.264815346
"403","KasA",0,"gene8",-0.961840903
"404","KasA",1,"gene8",-0.881116153
"405","KasA",2,"gene8",-1.389804406
"406","KasA",3,"gene8",-3.575464597
"407","Etha",-3,"gene8",0.447539723
"408","Etha",-2,"gene8",0.384400393
"409","Etha",-1,"gene8",1.221045996
"410","Etha",0,"gene8",0.670312741
"411","Etha",1,"gene8",-1.035146231
"412","Etha",2,"gene8",-1.842473573
"413","Etha",3,"gene8",-1.458389002
"414","Cipro",-3,"gene8",0.372107004
"415","Cipro",-2,"gene8",0.954774226
"416","Cipro",-1,"gene8",0.944492301
"417","Cipro",0,"gene8",1.673387669
"418","Cipro",1,"gene8",1.908467961
"419","Cipro",2,"gene8",2.678488406
"420","Cipro",3,"gene8",-2.039431246
"421","Levo",-3,"gene8",-0.068279768
"422","Levo",-2,"gene8",0.840380477
"423","Levo",-1,"gene8",1.210605746
"424","Levo",0,"gene8",0.776813441
"425","Levo",1,"gene8",-3.380253522
"426","Levo",2,"gene8",-2.022586044
"427","Levo",3,"gene8",-5.092408039
"428","PAS",-3,"gene8",0.556954449
"429","PAS",-2,"gene8",0.680529134
"430","PAS",-1,"gene8",0.129476524
"431","PAS",0,"gene8",0.218793986
"432","PAS",1,"gene8",0.649919971
"433","PAS",2,"gene8",1.28666699
"434","PAS",3,"gene8",0.133745509
"435","Line",-3,"gene8",-0.995057419
"436","Line",-2,"gene8",-2.004263725
"437","Line",-1,"gene8",-1.841039178
"438","Line",0,"gene8",-1.802546427
"439","Line",1,"gene8",-2.708029744
"440","Line",2,"gene8",-2.506314343
"441","Line",3,"gene8",-1.923221609
"442","Rif",-3,"gene8",-0.012256497
"443","Rif",-2,"gene8",0.329382924
"444","Rif",-1,"gene8",-0.13316277
"445","Rif",0,"gene8",-1.374532179
"446","Rif",1,"gene8",-1.744268954
"447","Rif",2,"gene8",-2.860253404
"448","Rif",3,"gene8",-3.94732986
"449","Ethi",-3,"gene9",-0.160768062
"450","Ethi",-2,"gene9",-0.481872818
"451","Ethi",-1,"gene9",0.454416519
"452","Ethi",0,"gene9",0.117897883
"453","Ethi",1,"gene9",-0.440243733
"454","Ethi",2,"gene9",-1.929163443
"455","Ethi",3,"gene9",-1.176085198
"456","KasA",-3,"gene9",-0.176671471
"457","KasA",-2,"gene9",-0.057987089
"458","KasA",-1,"gene9",-0.755235685
"459","KasA",0,"gene9",-1.479949509
"460","KasA",1,"gene9",-2.735522177
"461","KasA",2,"gene9",-2.461083008
"462","KasA",3,"gene9",-2.779701626
"463","Etha",-3,"gene9",0.425060349
"464","Etha",-2,"gene9",0.401962522
"465","Etha",-1,"gene9",0.802656482
"466","Etha",0,"gene9",-0.164315416
"467","Etha",1,"gene9",-0.327708071
"468","Etha",2,"gene9",-0.913264702
"469","Etha",3,"gene9",-0.803145689
"470","Cipro",-3,"gene9",0.200079168
"471","Cipro",-2,"gene9",0.879711805
"472","Cipro",-1,"gene9",0.898533582
"473","Cipro",0,"gene9",1.223562514
"474","Cipro",1,"gene9",1.357863606
"475","Cipro",2,"gene9",0.705374007
"476","Cipro",3,"gene9",-2.265814702
"477","Levo",-3,"gene9",-0.510806177
"478","Levo",-2,"gene9",0.603239634
"479","Levo",-1,"gene9",0.791373822
"480","Levo",0,"gene9",-0.503427725
"481","Levo",1,"gene9",-2.789839616
"482","Levo",2,"gene9",-2.583183592
"483","Levo",3,"gene9",-3.959456908
"484","PAS",-3,"gene9",0.734178854
"485","PAS",-2,"gene9",1.280926525
"486","PAS",-1,"gene9",1.066645893
"487","PAS",0,"gene9",1.266996233
"488","PAS",1,"gene9",1.592736858
"489","PAS",2,"gene9",1.372588728
"490","PAS",3,"gene9",-0.414109781
"491","Line",-3,"gene9",-0.869008824
"492","Line",-2,"gene9",-1.650117291
"493","Line",-1,"gene9",-1.652720554
"494","Line",0,"gene9",-1.471817855
"495","Line",1,"gene9",-1.90863967
"496","Line",2,"gene9",-1.770632408
"497","Line",3,"gene9",-1.522809535
"498","Rif",-3,"gene9",-0.27440086
"499","Rif",-2,"gene9",-0.043119264
"500","Rif",-1,"gene9",-0.665354313
"501","Rif",0,"gene9",-1.472787035
"502","Rif",1,"gene9",-1.864593968
"503","Rif",2,"gene9",-2.182241066
"504","Rif",3,"gene9",-3.030237973
"505","Ethi",-3,"gene10",-0.302425954
"506","Ethi",-2,"gene10",-0.612394959
"507","Ethi",-1,"gene10",0.602397977
"508","Ethi",0,"gene10",-0.020018499
"509","Ethi",1,"gene10",-0.567915003
"510","Ethi",2,"gene10",-3.309881278
"511","Ethi",3,"gene10",-3.334251267
"512","KasA",-3,"gene10",-0.131961213
"513","KasA",-2,"gene10",0.3597264
"514","KasA",-1,"gene10",0.143334904
"515","KasA",0,"gene10",-0.709063044
"516","KasA",1,"gene10",-0.898573649
"517","KasA",2,"gene10",-1.757359004
"518","KasA",3,"gene10",-4.987287661
"519","Etha",-3,"gene10",0.090479662
"520","Etha",-2,"gene10",-0.472992464
"521","Etha",-1,"gene10",-1.24303966
"522","Etha",0,"gene10",-2.582663127
"523","Etha",1,"gene10",-3.151743826
"524","Etha",2,"gene10",-4.030713526
"525","Etha",3,"gene10",-3.240701697
"526","Cipro",-3,"gene10",0.355897075
"527","Cipro",-2,"gene10",0.990952653
"528","Cipro",-1,"gene10",0.690733066
"529","Cipro",0,"gene10",1.275183354
"530","Cipro",1,"gene10",0.855818504
"531","Cipro",2,"gene10",-2.415771892
"532","Cipro",3,"gene10",-3.901741699
"533","Levo",-3,"gene10",-0.706694571
"534","Levo",-2,"gene10",0.435317909
"535","Levo",-1,"gene10",0.555564103
"536","Levo",0,"gene10",-1.769664801
"537","Levo",1,"gene10",-6.278946917
"538","Levo",2,"gene10",-3.858635169
"539","Levo",3,"gene10",-7.373971454
"540","PAS",-3,"gene10",0.479022914
"541","PAS",-2,"gene10",0.747272648
"542","PAS",-1,"gene10",0.214927131
"543","PAS",0,"gene10",0.016096253
"544","PAS",1,"gene10",0.007375132
"545","PAS",2,"gene10",-0.55777997
"546","PAS",3,"gene10",-2.232432825
"547","Line",-3,"gene10",-0.958289903
"548","Line",-2,"gene10",-1.901492058
"549","Line",-1,"gene10",-1.861712156
"550","Line",0,"gene10",-2.520866037
"551","Line",1,"gene10",-4.213538641
"552","Line",2,"gene10",-3.064178593
"553","Line",3,"gene10",-1.912126271
"554","Rif",-3,"gene10",-1.158538631
"555","Rif",-2,"gene10",-1.444141572
"556","Rif",-1,"gene10",-2.158075473
"557","Rif",0,"gene10",-4.781365322
"558","Rif",1,"gene10",-4.777668472
"559","Rif",2,"gene10",-5.088753362
"560","Rif",3,"gene10",-6.349308746
"561","Ethi",-3,"gene11",-0.437312666
"562","Ethi",-2,"gene11",-1.114726335
"563","Ethi",-1,"gene11",0.480595095
"564","Ethi",0,"gene11",-0.07796774
"565","Ethi",1,"gene11",-0.050722549
"566","Ethi",2,"gene11",-0.670055054
"567","Ethi",3,"gene11",-1.746716362
"568","KasA",-3,"gene11",-0.338046966
"569","KasA",-2,"gene11",0.200571106
"570","KasA",-1,"gene11",-0.307758922
"571","KasA",0,"gene11",-1.032443962
"572","KasA",1,"gene11",-0.643119181
"573","KasA",2,"gene11",-0.975276198
"574","KasA",3,"gene11",-3.381592761
"575","Etha",-3,"gene11",0.313970221
"576","Etha",-2,"gene11",0.318921629
"577","Etha",-1,"gene11",1.153779636
"578","Etha",0,"gene11",0.774928278
"579","Etha",1,"gene11",-1.105714675
"580","Etha",2,"gene11",-1.73726397
"581","Etha",3,"gene11",-1.533146969
"582","Cipro",-3,"gene11",0.355621526
"583","Cipro",-2,"gene11",0.825726871
"584","Cipro",-1,"gene11",0.863538215
"585","Cipro",0,"gene11",1.689203585
"586","Cipro",1,"gene11",1.871575327
"587","Cipro",2,"gene11",2.554572288
"588","Cipro",3,"gene11",-1.842067354
"589","Levo",-3,"gene11",-0.172727299
"590","Levo",-2,"gene11",0.793483059
"591","Levo",-1,"gene11",1.146503077
"592","Levo",0,"gene11",0.7738171
"593","Levo",1,"gene11",-2.985017413
"594","Levo",2,"gene11",-2.096059461
"595","Levo",3,"gene11",-5.191253588
"596","PAS",-3,"gene11",0.459706368
"597","PAS",-2,"gene11",0.516160609
"598","PAS",-1,"gene11",-0.053549966
"599","PAS",0,"gene11",-0.037159698
"600","PAS",1,"gene11",0.525207562
"601","PAS",2,"gene11",1.088163396
"602","PAS",3,"gene11",-0.181588015
"603","Line",-3,"gene11",-1.105191815
"604","Line",-2,"gene11",-2.303951646
"605","Line",-1,"gene11",-2.087652832
"606","Line",0,"gene11",-1.89805994
"607","Line",1,"gene11",-2.759392544
"608","Line",2,"gene11",-2.842798643
"609","Line",3,"gene11",-2.085493162
"610","Rif",-3,"gene11",0.201542119
"611","Rif",-2,"gene11",0.524128236
"612","Rif",-1,"gene11",0.153048545
"613","Rif",0,"gene11",-0.764613059
"614","Rif",1,"gene11",-1.555082609
"615","Rif",2,"gene11",-2.955911711
"616","Rif",3,"gene11",-4.309687083
"617","Ethi",-3,"gene12",-0.619709386
"618","Ethi",-2,"gene12",-1.608375498
"619","Ethi",-1,"gene12",0.511262842
"620","Ethi",0,"gene12",-0.207141823
"621","Ethi",1,"gene12",-0.419657768
"622","Ethi",2,"gene12",-1.787937099
"623","Ethi",3,"gene12",-2.867623632
"624","KasA",-3,"gene12",-0.629218234
"625","KasA",-2,"gene12",0.012428957
"626","KasA",-1,"gene12",-0.530403019
"627","KasA",0,"gene12",-1.545957969
"628","KasA",1,"gene12",-1.367258839
"629","KasA",2,"gene12",-1.800665472
"630","KasA",3,"gene12",-4.596692501
"631","Etha",-3,"gene12",0.142059665
"632","Etha",-2,"gene12",0.150721925
"633","Etha",-1,"gene12",0.721882778
"634","Etha",0,"gene12",0.320927922
"635","Etha",1,"gene12",-1.500447364
"636","Etha",2,"gene12",-2.356511465
"637","Etha",3,"gene12",-2.017569273
"638","Cipro",-3,"gene12",0.562084269
"639","Cipro",-2,"gene12",1.06587671
"640","Cipro",-1,"gene12",1.01217105
"641","Cipro",0,"gene12",2.064124019
"642","Cipro",1,"gene12",2.40512946
"643","Cipro",2,"gene12",2.690498467
"644","Cipro",3,"gene12",-1.968906663
"645","Levo",-3,"gene12",-0.237334488
"646","Levo",-2,"gene12",0.763834876
"647","Levo",-1,"gene12",1.318780284
"648","Levo",0,"gene12",0.858919455
"649","Levo",1,"gene12",-4.372857832
"650","Levo",2,"gene12",-2.317192738
"651","Levo",3,"gene12",-5.809162666
"652","PAS",-3,"gene12",0.397093666
"653","PAS",-2,"gene12",0.33865007
"654","PAS",-1,"gene12",-0.262449845
"655","PAS",0,"gene12",-0.609210047
"656","PAS",1,"gene12",-0.335512549
"657","PAS",2,"gene12",-0.153032062
"658","PAS",3,"gene12",-1.502029426
"659","Line",-3,"gene12",-1.284061964
"660","Line",-2,"gene12",-2.363771598
"661","Line",-1,"gene12",-1.719203626
"662","Line",0,"gene12",-2.244061255
"663","Line",1,"gene12",-3.428050391
"664","Line",2,"gene12",-3.41234339
"665","Line",3,"gene12",-2.369395749
"666","Rif",-3,"gene12",0.396659458
"667","Rif",-2,"gene12",0.780636004
"668","Rif",-1,"gene12",0.54233597
"669","Rif",0,"gene12",-0.033478419
"670","Rif",1,"gene12",-1.15747938
"671","Rif",2,"gene12",-3.189909086
"672","Rif",3,"gene12",-5.551245565
"673","Ethi",-3,"gene13",-0.274607625
"674","Ethi",-2,"gene13",-0.643017835
"675","Ethi",-1,"gene13",0.539214553
"676","Ethi",0,"gene13",0.00932147
"677","Ethi",1,"gene13",-0.325668516
"678","Ethi",2,"gene13",-2.202866365
"679","Ethi",3,"gene13",-1.400172042
"680","KasA",-3,"gene13",-0.366041027
"681","KasA",-2,"gene13",0.034689899
"682","KasA",-1,"gene13",-0.424732719
"683","KasA",0,"gene13",-1.438361451
"684","KasA",1,"gene13",-1.710821993
"685","KasA",2,"gene13",-2.074858796
"686","KasA",3,"gene13",-3.539868937
"687","Etha",-3,"gene13",0.235117488
"688","Etha",-2,"gene13",-0.018983103
"689","Etha",-1,"gene13",0.31387975
"690","Etha",0,"gene13",-0.33658494
"691","Etha",1,"gene13",-0.712288673
"692","Etha",2,"gene13",-1.241020061
"693","Etha",3,"gene13",-1.207412691
"694","Cipro",-3,"gene13",0.237228541
"695","Cipro",-2,"gene13",0.837199591
"696","Cipro",-1,"gene13",0.733848545
"697","Cipro",0,"gene13",1.090490893
"698","Cipro",1,"gene13",0.867026135
"699","Cipro",2,"gene13",-0.038735597
"700","Cipro",3,"gene13",-2.183211124
"701","Levo",-3,"gene13",-0.718619855
"702","Levo",-2,"gene13",0.360833643
"703","Levo",-1,"gene13",0.552031859
"704","Levo",0,"gene13",-0.921708805
"705","Levo",1,"gene13",-2.236725772
"706","Levo",2,"gene13",-2.086177742
"707","Levo",3,"gene13",-3.282251481
"708","PAS",-3,"gene13",0.583911697
"709","PAS",-2,"gene13",1.152639042
"710","PAS",-1,"gene13",0.85053643
"711","PAS",0,"gene13",0.875688788
"712","PAS",1,"gene13",1.214752507
"713","PAS",2,"gene13",1.419858455
"714","PAS",3,"gene13",0.537304009
"715","Line",-3,"gene13",-0.930826519
"716","Line",-2,"gene13",-1.840799798
"717","Line",-1,"gene13",-1.608631569
"718","Line",0,"gene13",-1.672375705
"719","Line",1,"gene13",-2.350696483
"720","Line",2,"gene13",-2.111569852
"721","Line",3,"gene13",-1.809085697
"722","Rif",-3,"gene13",-1.077974968
"723","Rif",-2,"gene13",-1.075674186
"724","Rif",-1,"gene13",-1.695860948
"725","Rif",0,"gene13",-2.323366599
"726","Rif",1,"gene13",-2.726837563
"727","Rif",2,"gene13",-2.665346763
"728","Rif",3,"gene13",-3.420352214
"729","Ethi",-3,"gene14",-0.306645002
"730","Ethi",-2,"gene14",-0.545679114
"731","Ethi",-1,"gene14",0.407841804
"732","Ethi",0,"gene14",0.0919838
"733","Ethi",1,"gene14",-0.268569963
"734","Ethi",2,"gene14",-0.928901382
"735","Ethi",3,"gene14",-1.36921441
"736","KasA",-3,"gene14",-0.354824898
"737","KasA",-2,"gene14",-0.034846783
"738","KasA",-1,"gene14",-0.614671235
"739","KasA",0,"gene14",-1.239043867
"740","KasA",1,"gene14",-1.193333593
"741","KasA",2,"gene14",-1.724908206
"742","KasA",3,"gene14",-3.107304915
"743","Etha",-3,"gene14",0.524201387
"744","Etha",-2,"gene14",0.492560378
"745","Etha",-1,"gene14",1.936889733
"746","Etha",0,"gene14",2.153610437
"747","Etha",1,"gene14",-0.366747665
"748","Etha",2,"gene14",-1.287648916
"749","Etha",3,"gene14",-1.055731907
"750","Cipro",-3,"gene14",0.295138553
"751","Cipro",-2,"gene14",0.760003312
"752","Cipro",-1,"gene14",0.86490393
"753","Cipro",0,"gene14",1.483559788
"754","Cipro",1,"gene14",1.687715701
"755","Cipro",2,"gene14",2.661841367
"756","Cipro",3,"gene14",-1.83761628
"757","Levo",-3,"gene14",0.022771603
"758","Levo",-2,"gene14",1.043718424
"759","Levo",-1,"gene14",1.25494329
"760","Levo",0,"gene14",0.784964731
"761","Levo",1,"gene14",-2.434506216
"762","Levo",2,"gene14",-1.519083987
"763","Levo",3,"gene14",-3.880099438
"764","PAS",-3,"gene14",0.510687092
"765","PAS",-2,"gene14",0.889627814
"766","PAS",-1,"gene14",0.358538132
"767","PAS",0,"gene14",0.537189138
"768","PAS",1,"gene14",0.939239684
"769","PAS",2,"gene14",1.617707779
"770","PAS",3,"gene14",0.581138929
"771","Line",-3,"gene14",-0.904026445
"772","Line",-2,"gene14",-1.88712792
"773","Line",-1,"gene14",-1.776018832
"774","Line",0,"gene14",-1.484745722
"775","Line",1,"gene14",-2.317506646
"776","Line",2,"gene14",-1.996710965
"777","Line",3,"gene14",-1.622169804
"778","Rif",-3,"gene14",-0.205240265
"779","Rif",-2,"gene14",0.027961938
"780","Rif",-1,"gene14",-0.576368219
"781","Rif",0,"gene14",-1.67044324
"782","Rif",1,"gene14",-2.084808938
"783","Rif",2,"gene14",-2.556051903
"784","Rif",3,"gene14",-3.296815883
"785","Ethi",-3,"gene15",-0.513623719
"786","Ethi",-2,"gene15",-0.760927862
"787","Ethi",-1,"gene15",0.352578733
"788","Ethi",0,"gene15",-0.073189307
"789","Ethi",1,"gene15",-0.06902847
"790","Ethi",2,"gene15",-0.616394136
"791","Ethi",3,"gene15",-1.567213492
"792","KasA",-3,"gene15",-0.371104278
"793","KasA",-2,"gene15",0.040517663
"794","KasA",-1,"gene15",-0.449383558
"795","KasA",0,"gene15",-1.087727319
"796","KasA",1,"gene15",-0.849462316
"797","KasA",2,"gene15",-1.285063216
"798","KasA",3,"gene15",-3.348112358
"799","Etha",-3,"gene15",0.523421083
"800","Etha",-2,"gene15",0.598246584
"801","Etha",-1,"gene15",1.848131897
"802","Etha",0,"gene15",1.905223382
"803","Etha",1,"gene15",-0.177974926
"804","Etha",2,"gene15",-1.064458576
"805","Etha",3,"gene15",-0.910061689
"806","Cipro",-3,"gene15",0.241992616
"807","Cipro",-2,"gene15",0.719734492
"808","Cipro",-1,"gene15",0.884926947
"809","Cipro",0,"gene15",1.524499522
"810","Cipro",1,"gene15",1.796637441
"811","Cipro",2,"gene15",3.219840592
"812","Cipro",3,"gene15",-1.490277141
"813","Levo",-3,"gene15",-0.042118057
"814","Levo",-2,"gene15",0.897810927
"815","Levo",-1,"gene15",1.106788016
"816","Levo",0,"gene15",1.070341634
"817","Levo",1,"gene15",-2.305111214
"818","Levo",2,"gene15",-1.634835611
"819","Levo",3,"gene15",-4.326386365
"820","PAS",-3,"gene15",0.439685373
"821","PAS",-2,"gene15",0.696287413
"822","PAS",-1,"gene15",0.290245263
"823","PAS",0,"gene15",0.49534674
"824","PAS",1,"gene15",1.127078798
"825","PAS",2,"gene15",1.756988593
"826","PAS",3,"gene15",0.642636597
"827","Line",-3,"gene15",-0.87537421
"828","Line",-2,"gene15",-2.170150699
"829","Line",-1,"gene15",-1.817243413
"830","Line",0,"gene15",-1.415054216
"831","Line",1,"gene15",-2.399557309
"832","Line",2,"gene15",-2.378411325
"833","Line",3,"gene15",-1.832880611
"834","Rif",-3,"gene15",0.203663769
"835","Rif",-2,"gene15",0.593015784
"836","Rif",-1,"gene15",0.099723932
"837","Rif",0,"gene15",-0.43036856
"838","Rif",1,"gene15",-1.143128894
"839","Rif",2,"gene15",-2.074785689
"840","Rif",3,"gene15",-3.403932767
"841","Ethi",-3,"gene16",-0.306291012
"842","Ethi",-2,"gene16",-0.527714472
"843","Ethi",-1,"gene16",0.381331928
"844","Ethi",0,"gene16",0.120265729
"845","Ethi",1,"gene16",0.00338097
"846","Ethi",2,"gene16",-0.430296675
"847","Ethi",3,"gene16",-0.675153126
"848","KasA",-3,"gene16",-0.156935971
"849","KasA",-2,"gene16",0.276071818
"850","KasA",-1,"gene16",-0.220152685
"851","KasA",0,"gene16",-0.730358207
"852","KasA",1,"gene16",-0.507875235
"853","KasA",2,"gene16",-0.63076619
"854","KasA",3,"gene16",-2.347367673
"855","Etha",-3,"gene16",0.568373337
"856","Etha",-2,"gene16",0.591564785
"857","Etha",-1,"gene16",2.354969698
"858","Etha",0,"gene16",2.951871812
"859","Etha",1,"gene16",0.671129164
"860","Etha",2,"gene16",-0.152694631
"861","Etha",3,"gene16",-0.108899513
"862","Cipro",-3,"gene16",0.298398511
"863","Cipro",-2,"gene16",0.780184558
"864","Cipro",-1,"gene16",0.793248592
"865","Cipro",0,"gene16",1.446507083
"866","Cipro",1,"gene16",1.74094172
"867","Cipro",2,"gene16",3.605220142
"868","Cipro",3,"gene16",-1.095334811
"869","Levo",-3,"gene16",0.313572316
"870","Levo",-2,"gene16",1.10489964
"871","Levo",-1,"gene16",1.271269795
"872","Levo",0,"gene16",1.265088279
"873","Levo",1,"gene16",-0.883248498
"874","Levo",2,"gene16",-1.073422881
"875","Levo",3,"gene16",-3.61158511
"876","PAS",-3,"gene16",0.602427456
"877","PAS",-2,"gene16",1.194870424
"878","PAS",-1,"gene16",0.919770753
"879","PAS",0,"gene16",1.551998796
"880","PAS",1,"gene16",2.394685403
"881","PAS",2,"gene16",2.665937823
"882","PAS",3,"gene16",1.178179716
"883","Line",-3,"gene16",-1.05604107
"884","Line",-2,"gene16",-1.901957859
"885","Line",-1,"gene16",-1.687195043
"886","Line",0,"gene16",-0.708885387
"887","Line",1,"gene16",-1.444268211
"888","Line",2,"gene16",-1.718418649
"889","Line",3,"gene16",-1.743071541
"890","Rif",-3,"gene16",0.043373211
"891","Rif",-2,"gene16",0.449467642
"892","Rif",-1,"gene16",-0.116046216
"893","Rif",0,"gene16",-1.066880159
"894","Rif",1,"gene16",-1.56552436
"895","Rif",2,"gene16",-1.80411591
"896","Rif",3,"gene16",-2.625344446
"897","Ethi",-3,"gene17",-0.311372855
"898","Ethi",-2,"gene17",-0.537448663
"899","Ethi",-1,"gene17",0.30307641
"900","Ethi",0,"gene17",0.021119743
"901","Ethi",1,"gene17",-0.221607898
"902","Ethi",2,"gene17",-0.976373401
"903","Ethi",3,"gene17",-1.298661803
"904","KasA",-3,"gene17",-0.206384545
"905","KasA",-2,"gene17",0.098529259
